alumno_id,grupo,carrera,Aritmetica1,Aritmetica2,Aritmetica3,Aritmetica4,Aritmetica5,Aritmetica6,Aritmetica7,Aritmetica8,Algebra1,Algebra2,Algebra3,Algebra4,Algebra5,Algebra6,Algebra7,Algebra8,Algebra9,Geometria1,Geometria2,Geometria3,Geometria4,Geometria5,Geometria6,Geometria7,Geometria8,Trigonometria1,Trigonometria2,Trigonometria3,Trigonometria4,Cal Aritmetica,Cal Algebra,Cal Geometria,Cal Trigonometria,Suma Aritmetica,Suma Algebra,Suma Geometria,Suma Trigonometria,Cal Final,Suma Final,Aprobado Aritmetica,Aprobado Algebra,Aprobado Geometria,Aprobado Trigonometria,Aprobado General,Curso
2243330140,D,I.I.S.,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,38,22,88,75,3,2,7,3,52,15,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2243330294,Q,I.N.,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,38,56,38,100,3,5,3,4,52,15,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330363,G,I.S.C. ,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,38,33,75,75,3,3,6,3,52,15,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2243330015,R,I.C.,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,75,33,63,0,6,3,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330016,R,I.C.,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,63,11,75,50,5,1,6,2,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330026,R,I.C.,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,63,22,75,25,5,2,6,1,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330061,R,I.C.,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,63,33,38,75,5,3,3,3,48,14,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330068,R,I.C.,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,38,22,100,25,3,2,8,1,48,14,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330096,R,I.C.,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,38,44,50,75,3,4,4,3,48,14,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330104,R,I.C.,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,38,67,38,50,3,6,3,2,48,14,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330107,R,I.C.,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,75,22,63,25,6,2,5,1,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330121,S,I.C.,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,88,22,63,0,7,2,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2213223014,S,I.C.,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,63,44,50,25,5,4,4,1,48,14,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330116,S,I.C.,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,75,33,63,0,6,3,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330114,S,I.C.,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,63,33,75,0,5,3,6,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330252,T,I.N.,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,38,44,75,25,3,4,6,1,48,14,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2233320432,H,I.S.C.,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,75,56,38,0,6,5,3,0,48,14,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330241,C,I.I.S.,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,63,22,63,50,5,2,5,2,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2213267023,C,I.I.S.,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,75,11,50,75,6,1,4,3,48,14,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330192,C,I.I.S.,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,75,56,38,0,6,5,3,0,48,14,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330048,S,I.C.,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,63,11,75,50,5,1,6,2,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330373,J,I.S.C.,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,63,33,50,50,5,3,4,2,48,14,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330321,I,I.S.C.,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,38,22,75,75,3,2,6,3,48,14,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2243335012,Q,I.N.,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,50,67,25,50,4,6,2,2,48,14,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2183390202,Q,I.N.,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,13,56,75,50,1,5,6,2,48,14,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330268,Q,I.N.,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,63,44,63,0,5,4,5,0,48,14,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243335003,F,I.I.S.,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,50,44,75,0,4,4,6,0,48,14,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330147,E,I.I.S.,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,38,67,50,25,3,6,4,1,48,14,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243335010,F,I.I.S.,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,63,22,50,75,5,2,4,3,48,14,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330272,T,I.N.,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,75,22,63,0,6,2,5,0,45,13,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2213226014,C,I.I.S.,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,63,33,25,75,5,3,2,3,45,13,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330139,C,I.I.S.,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,63,33,50,25,5,3,4,1,45,13,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330230,C,I.I.S.,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,100,11,50,0,8,1,4,0,45,13,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330242,C,I.I.S.,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,50,0,75,75,4,0,6,3,45,13,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2243330165,C,I.I.S.,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,38,11,75,75,3,1,6,3,45,13,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2243330206,C,I.I.S.,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,75,33,50,0,6,3,4,0,45,13,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330237,D,I.I.S.,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,38,22,63,75,3,2,5,3,45,13,REPROBADO,REPROBADO,APROBADO,APROBADO,REPROBADO,SI
2213267110,D,I.I.S.,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,50,44,38,50,4,4,3,2,45,13,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330286,Q,I.N.,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,50,22,88,0,4,2,7,0,45,13,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330028,A,I.C.,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,38,33,63,50,3,3,5,2,45,13,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330037,A,I.C.,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,63,33,63,0,5,3,5,0,45,13,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330304,G,I.S.C. ,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,63,67,25,0,5,6,2,0,45,13,APROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330364,G,I.S.C. ,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,50,33,63,25,4,3,5,1,45,13,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330164,E,I.I.S.,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,38,56,63,0,3,5,5,0,45,13,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330235,E,I.I.S.,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,63,11,50,75,5,1,4,3,45,13,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330005,R,I.C.,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,75,11,50,25,6,1,4,1,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330011,R,I.C.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,38,22,63,50,3,2,5,2,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330021,R,I.C.,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,50,33,50,25,4,3,4,1,41,12,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330038,R,I.C.,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,63,0,75,25,5,0,6,1,41,12,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330106,B,I.C.,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,75,22,38,25,6,2,3,1,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330086,S,I.C.,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,50,0,75,50,4,0,6,2,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330177,C,I.I.S.,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,75,22,50,0,6,2,4,0,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2213217031,C,I.I.S.,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,50,11,75,25,4,1,6,1,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330185,C,I.I.S.,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,38,33,38,75,3,3,3,3,41,12,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330378,J,I.S.C.,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,63,11,38,75,5,1,3,3,41,12,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330392,J,I.S.C.,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,88,0,50,25,7,0,4,1,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330327,J,I.S.C.,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,63,67,0,25,5,6,0,1,41,12,APROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330342,J,I.S.C.,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,50,33,50,25,4,3,4,1,41,12,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2183370020,I,I.S.C.,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,75,11,50,25,6,1,4,1,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330338,I,I.S.C.,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,38,22,75,25,3,2,6,1,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330357,I,I.S.C.,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,50,22,75,0,4,2,6,0,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330057,A,I.C.,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,63,11,63,25,5,1,5,1,41,12,APROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330069,A,I.C.,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,75,11,50,25,6,1,4,1,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2222390064,G,I.S.C. ,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,50,22,75,0,4,2,6,0,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330369,G,I.S.C. ,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,38,11,88,25,3,1,7,1,41,12,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330244,F,I.I.S.,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,63,33,13,75,5,3,1,3,41,12,APROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330224,F,I.I.S.,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,38,33,50,50,3,3,4,2,41,12,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330174,E,I.I.S.,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,63,44,38,0,5,4,3,0,41,12,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330052,R,I.C.,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,38,33,50,25,3,3,4,1,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330099,B,I.C.,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,25,22,75,25,2,2,6,1,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330034,B,I.C.,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,25,33,38,75,2,3,3,3,38,11,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330078,B,I.C.,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,38,22,63,25,3,2,5,1,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330003,S,I.C.,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,38,11,75,25,3,1,6,1,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330054,S,I.C.,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,63,22,50,0,5,2,4,0,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243335009,S,I.C.,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,38,0,75,50,3,0,6,2,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330020,S,I.C.,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,63,0,50,50,5,0,4,2,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330382,H ,I.S.C.,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,38,22,38,75,3,2,3,3,38,11,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330303,H,I.S.C.,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,75,22,38,0,6,2,3,0,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330330,H,I.S.C.,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,50,44,25,25,4,4,2,1,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330190,C,I.I.S.,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,50,22,50,25,4,2,4,1,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2213270065,C,I.I.S.,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,50,67,13,0,4,6,1,0,38,11,REPROBADO,APROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330241,C,I.I.S.,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,38,11,75,25,3,1,6,1,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330212,C,I.I.S.,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,50,22,63,0,4,2,5,0,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2213216001,C,I.I.S.,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,50,0,50,75,4,0,4,3,38,11,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330183,C,I.I.S.,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,38,11,50,75,3,1,4,3,38,11,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330142,D,I.I.S.,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,38,33,50,25,3,3,4,1,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330136,D,I.I.S.,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,38,22,50,50,3,2,4,2,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330275,Q,I.N.,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,50,11,75,0,4,1,6,0,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2243330273,Q,I.N.,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,25,22,38,100,2,2,3,4,38,11,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2243330023,A,I.C.,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,75,11,50,0,6,1,4,0,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330055,A,I.C.,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,13,33,63,50,1,3,5,2,38,11,REPROBADO,REPROBADO,APROBADO,REPROBADO,REPROBADO,SI
2233336056,A,I.C.,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,63,33,25,25,5,3,2,1,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330084,A,I.C.,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,63,56,13,0,5,5,1,0,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2233340386,A,I.C.,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,50,33,38,25,4,3,3,1,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330336,G,I.S.C. ,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,50,44,13,50,4,4,1,2,38,11,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243335015,F,I.I.S.,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,75,22,25,25,6,2,2,1,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330221,E,I.I.S.,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,63,22,25,50,5,2,2,2,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330203,E,I.I.S.,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,44,0,25,6,4,0,1,38,11,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2213270050,R,I.C.,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,75,11,38,0,6,1,3,0,34,10,APROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
2243330046,R,I.C.,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,25,22,38,75,2,2,3,3,34,10,REPROBADO,REPROBADO,REPROBADO,APROBADO,REPROBADO,SI
2203213051,R,I.C.,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,50,0,50,50,4,0,4,2,34,10,REPROBADO,REPROBADO,REPROBADO,REPROBADO,REPROBADO,SI
